"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"4/11/2018","Weho Street Meters","WEHO Street Meters WEST HOLLYWOOCA          04/09","0.25","debit","Parking","CHASE COLLEGE","",""
"4/11/2018","Good Greek Grill","SQ *GOOD GREEK GRILL Hollywood CA            04/10","13.37","debit","Restaurants","CHASE COLLEGE","",""
"4/11/2018","La City Parking","LA CITY PARKING METER LOS ANGELES CA         04/10","0.50","debit","Parking","CHASE COLLEGE","",""
"4/10/2018","Starbucks","Starbucks Store 05365 San DiegoStarbucks Store 05365 San Diego Ca Date 04/08/18 1      8098535680     2 5814","2.55","debit","Coffee Shops","Visa Platinum","",""
"4/10/2018","Deposit Acculitx Id","Deposit Acculitx Inc Id: H951Deposit Acculitx Inc Id: H951347393  Co: Acculitx Inc","1923.79","credit","Income","Classic Checking","",""
"4/10/2018","YMCA","Withdrawal BR: 28 YMCA OF S IWithdrawal BR: 28 YMCA OF S Id: 1952039198  Co: Br: 28 Ymca Of S","48.00","debit","Gym","Classic Checking","",""
"4/10/2018","Vons Fuel","VONS FUEL 46SAN DIEGO CAAUTO FUEL DISPENSER 320181000893963930","37.74","debit","Gas & Fuel","Blue Cash Preferred","",""
"4/10/2018","Nordstrom","NORDSTROM-RACK #0378SAN DIEGO CA00530200016 8002855800 320181000898022860","21.52","credit","Clothing","Blue Cash Preferred","",""
"4/10/2018","Vons","VONS STORE 46SAN DIEGO CAGROCERY STORE 320181000894323786","8.57","debit","Groceries","Blue Cash Preferred","",""
"4/10/2018","People Operatonew York","THE PEOPLE'S OPERATONEW YORK NY1042510160 844-876-8326 320181000900810263","12.00","debit","Mobile Phone","Blue Cash Preferred","",""
"4/10/2018","Forever 21","3540 FOREVER 21 3540SAN DIEGO CA20212515 619-294-9045 320181000892048337","15.23","debit","Clothing","Blue Cash Preferred","",""
"4/10/2018","Pay What Is","Pay What Is Fair: Summit Checking","1.00","debit","Fast Food","Summit","",""
"4/10/2018","Interest Deposit April","Interest Deposit April 2018","0.06","credit","Interest Income","Summit","",""
"4/10/2018","Cast Partner La","CAST PARTNER LA  DEPOSITPPD ID: BIZEDP","1222.09","credit","Income","CHASE COLLEGE","",""
"4/10/2018","Www Marsequipment.com Nj","www.marsequipment.com 862-293-4019 NJ        04/08","94.99","debit","Clothing","CHASE COLLEGE","",""
"4/10/2018","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA         04/10","7.99","debit","Music","CHASE COLLEGE","",""
"4/10/2018","Chop Stop","CHOP STOP 3 WEST HOLLYWOO CA04/09","12.78","debit","Personal Care","CHASE COLLEGE","",""
"4/09/2018","Regents Pizzeria","Regents Pizzeria La Jolla CaRegents Pizzeria La Jolla Ca Date 04/07/18 1      8097338537     4 5812","11.45","debit","Fast Food","Visa Platinum","",""
"4/09/2018","Town Square Cinema","Town Square Cinema San Diego Ca<Town Square Cinema San Diego Ca Date 04/08/18 0      8098743410     6 7832","25.50","debit","Movies & DVDs","Visa Platinum","",""
"4/09/2018","American Express","Withdrawal AMEX EPAYMENT Id:Withdrawal AMEX EPAYMENT Id: 0005000040  Co: Amex Epayment","2793.14","debit","Credit Card Payment","Classic Checking","",""
"4/09/2018","Withdrawal Arco Turquoise","Withdrawal #102404 POS Arco #Withdrawal #102404 POS Arco #42029 985 Turquoise Us San Diego","10.21","debit","Clothing","Classic Checking","",""
"4/09/2018","Vons Fuel","VONS FUEL 46SAN DIEGO CAAUTO FUEL DISPENSER 320180990880030176","26.57","debit","Gas & Fuel","Blue Cash Preferred","",""
"4/09/2018","J C Penney","J.C.PENNEY SAN DIEGO CA65998963 619-291-6050 320180990887649731","52.78","credit","Credit Card Payment","Blue Cash Preferred","",""
"4/09/2018","California Pizza Kitchen","CALIFORNIA PIZZA KITLA JOLLA CA0110263 310-342-5000 320180990877684272","50.70","debit","Restaurants","Blue Cash Preferred","",""
"4/09/2018","Chevron","CHEVRON/AUTO SPA CONNC LOS ANGELES CA912961  04/07","9.41","debit","Gas & Fuel","CHASE COLLEGE","",""
"4/09/2018","Cost Plus World Market","COST PLUS WLD #44 LA JOLLA CA04/07","4.04","debit","Furnishings","CHASE COLLEGE","",""
"4/09/2018","Starbucks","STARBUCKS STORE 28051 LOS ANGELES CA         04/07","4.45","debit","Coffee Shops","CHASE COLLEGE","",""
"4/09/2018","Sweetgreen Third St","SWEETGREEN THIRD ST. LOS ANGELESCA          04/06","14.51","debit","Restaurants","CHASE COLLEGE","",""
"4/09/2018","Carl's Jr","CARLS JR 1100097 LOS ANGELES CA04/06","10.16","debit","Fast Food","CHASE COLLEGE","",""
"4/08/2018","Tst Steamy Piggy","Tst* Steamy Piggy San Diego Ca<bTst* Steamy Piggy San Diego Ca Date 04/06/18 2      8096138402     8 5812","30.28","debit","Restaurants","Visa Platinum","",""
"4/08/2018","CVS","CVS PHARMACY SAN DIEGO CA10046878 8007467287 320180980867974008","6.99","debit","Pharmacy","Blue Cash Preferred","",""
"4/08/2018","Himitsu","HIMITSU 542929807020LA JOLLA CA24224438099 8583450220 320180980860862273","221.64","debit","Restaurants","Blue Cash Preferred","",""
"4/08/2018","Vons","VONS Store 2116SAN DIEGO CAGROCERY STORE 320180980864900720","22.13","debit","Groceries","Blue Cash Preferred","",""
"4/07/2018","People Operatonew York","THE PEOPLE'S OPERATONEW YORK NY1038915582 844-876-8326 320180970856454667","18.24","debit","Mobile Phone","Blue Cash Preferred","",""
"4/07/2018","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0013599 626-599-3700 320180970853411070","88.82","debit","Groceries","Blue Cash Preferred","",""
"4/07/2018","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320180970858047172","2793.14","credit","Credit Card Payment","Blue Cash Preferred","",""
"4/06/2018","Midwest","Withdrawal MIDWEST LOAN Id: 1Withdrawal MIDWEST LOAN Id: 1383024363  Co: Midwest Loan","3960.30","debit","Mortgage & Rent","Classic Checking","",""
"4/06/2018","Vons","VONS Store 2116SAN DIEGO CAGROCERY STORE 320180960831103468","37.08","debit","Groceries","Blue Cash Preferred","",""
"4/06/2018","Target","TARGET BALBOA 2465 SAN DIEGO CA00799195 DISCOUNT STORE 320180960839863379","69.65","debit","Shopping","Blue Cash Preferred","",""
"4/06/2018","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0048971 626-599-3700 320180960835657451","17.49","debit","Groceries","Blue Cash Preferred","",""
"4/06/2018","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;GE Lighting Relax LED HD 10.5-&lt;br/&gt;SONGMICS Padded Wooden Piano B&lt;br/&gt;SHIPPING AND TAX","54.35","debit","Shopping","XXXXXXXXXX5219","",""
"4/06/2018","Chick-Fil-A","CHICK-FIL-A #02703 LOS ANGELES CA            04/04","8.64","debit","Fast Food","CHASE COLLEGE","",""
"4/05/2018","Wal-Mart","Advance Adjustment Credit VoucheAdvance Adjustment Credit Voucher Wal-Mart #5338 San Diego Ca Date 04/02/18 1      8092929355     1 5310","3.77","credit","Shopping","Visa Platinum","",""
"4/05/2018","Withdrawal Vw Id","Withdrawal VW CREDIT, INC. IdWithdrawal VW CREDIT, INC. Id: 1382362409  Co: Vw Credit, Inc.","42.04","debit","Auto Payment","Classic Checking","",""
"4/05/2018","Withdrawal Loan","Withdrawal To Loan 14","227.71","debit","Auto Payment","Classic Checking","",""
"4/05/2018","Kims Vietnamese Restaurant","KIMS VIETNAMESE AND ENCINITAS CA32173928095 RESTAURANT 320180950814209739","11.67","debit","Restaurants","Blue Cash Preferred","",""
"4/05/2018","Metromile Carrier","METROMILE CARRIER SAN FRANCISCO96585281 888-244-1702 320180950819125489","141.03","debit","Auto Insurance","Blue Cash Preferred","",""
"4/05/2018","Amazon","AMAZON RETAIL SEATTLE WA&lt;br/&gt;Yamaha FC3A Piano Style Sustai&lt;br/&gt;SHIPPING AND TAX","41.97","debit","Shopping","XXXXXXXXXX5219","",""
"4/05/2018","Weho Street Meters","WEHO Street Meters WEST HOLLYWOOCA          04/03","0.25","debit","Parking","CHASE COLLEGE","",""
"4/05/2018","Farmers Market","SPROUTS FARMERS MARKET LOS ANGELES CA277272  04/05","6.64","debit","Groceries","CHASE COLLEGE","",""
"4/04/2018","Rubio's","Rubio's #003 San Diego Ca DatRubio's #003 San Diego Ca Date 04/03/18 0      8093286746     6 5814","21.94","debit","Fast Food","Visa Platinum","",""
"4/04/2018","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/03","197.09","debit","Shopping","CHASE COLLEGE","",""
"4/04/2018","United Oil Los","76 - UNITED OIL 48 LOS ANGELES CA            04/03","44.95","debit","Gas & Fuel","CHASE COLLEGE","",""
"4/04/2018","Shell","SHELL Service Station LOS ANGELES CA 688524  04/04","9.77","debit","Public Transportation","CHASE COLLEGE","",""
"4/04/2018","Marshalls","MARSHALLS LA JOLLA CA00250100040 8886277425 320180940802486300","16.97","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","H&M","H&M0162 0000 SAN DIEGO CA00000109823 855-466-7467 320180940804440212","43.08","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","Ross","ROSS DRESS FOR LESS LA JOLLA CA00292002304 999-000-0000 320180940800111553","6.44","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","J C Penney","J.C.PENNEY SAN DIEGO CA64454125 619-291-6050 320180940808282070","72.18","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","Journeys","JOURNEYS SAN DIEGO CA0117944 615-367-8579 320180940804342509","113.12","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","Marshalls","MARSHALLS SAN DIEGO CA00510600026 8886277425 320180940803026828","8.47","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","Nordstrom","NORDSTROM-RACK #0378SAN DIEGO CAAEHEEY9EN02 8002855800 320180940803019613","21.52","debit","Clothing","Blue Cash Preferred","",""
"4/04/2018","Cost Plus World Market","COST PLUS WLD #44 60LA JOLLA CA00044173 858-455-8210 320180940799506925","16.48","debit","Furnishings","Blue Cash Preferred","",""
"4/03/2018","Wal-Mart","Wal-Mart #5338 San Diego Ca DWal-Mart #5338 San Diego Ca Date 04/02/18 0      8092606884     6 5310","16.68","debit","Shopping","Visa Platinum","",""
"4/03/2018","Cali Banh Mi","Sq *Cali Banh Mi San Diego Ca<brSq *Cali Banh Mi San Diego Ca Date 04/02/18 1      8092673449     0 5812","7.41","debit","Restaurants","Visa Platinum","",""
"4/03/2018","Pep Boys","Pepboys Store 604 Hollywood Ca<bPepboys Store 604 Hollywood Ca Date 04/01/18 1      8091606995     3 5533","19.99","debit","Service & Parts","Visa Platinum","",""
"4/03/2018","Pep Boys","Pepboys Store 604 Hollywood Ca<bPepboys Store 604 Hollywood Ca Date 04/01/18 1      8091606993     3 5533","3.27","debit","Service & Parts","Visa Platinum","",""
"4/03/2018","Kaiser Permanente","Withdrawal KAISERDUES Id: 122Withdrawal KAISERDUES Id: 1222528268  Co: Kaiserdues","1339.56","debit","Health Insurance","Classic Checking","",""
"4/03/2018","City of San Diego","Withdrawal CITY OF SANDIEGO IWithdrawal CITY OF SANDIEGO Id: 1956000776  Co: City Of Sandiego","271.54","debit","Fees & Charges","Classic Checking","",""
"4/03/2018","City La Dot","CITY OF LA DOT PVB PBP 866-5619742 CA        04/03","70.00","debit","Parking","CHASE COLLEGE","",""
"4/03/2018","Sweetgreen Third St","SWEETGREEN THIRD ST. LOS ANGELESCA          04/02","12.87","debit","Restaurants","CHASE COLLEGE","",""
"4/03/2018","Amazon Video","Amazon Video On Dema AMZN.COM/bill WA        04/03","2.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"4/03/2018","Trader Joe's","TRADER JOE'S # 040 WEST HOLLYWOOCA  500304  04/03","7.68","debit","Groceries","CHASE COLLEGE","",""
"4/03/2018","Sprouts Farmers Market","SPROUTS FARMERS MARKSAN DIEGO CA000046849 8582708200 320180930781271058","6.99","debit","Groceries","Blue Cash Preferred","",""
"4/03/2018","Vons","VONS Store 2116SAN DIEGO CAGROCERY STORE 320180930783859426","14.02","debit","Groceries","Blue Cash Preferred","",""
"4/03/2018","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0095519 626-599-3700 320180930789197440","68.58","debit","Groceries","Blue Cash Preferred","",""
"4/02/2018","Chevron","Chevron 0091191 Oceanside CaChevron 0091191 Oceanside Ca Date 04/02/18 1      8092345732     1 5541","4.73","debit","Gas & Fuel","Visa Platinum","",""
"4/02/2018","Plancha Tacos Date","Plancha Tacos Los Angeles CaPlancha Tacos Los Angeles Ca Date 03/31/18 1      8090586745     6 5812","4.91","debit","Restaurants","Visa Platinum","",""
"4/02/2018","Plancha Tacos Date","Plancha Tacos Los Angeles CaPlancha Tacos Los Angeles Ca Date 03/31/18 1      8090586744     6 5812","17.12","debit","Restaurants","Visa Platinum","",""
"4/02/2018","United Pacific","76 - United Pacific 57 Murrieta76 - United Pacific 57 Murrieta Ca Date 03/31/18 2      8090705185     5 5541","3.04","debit","Gas & Fuel","Visa Platinum","",""
"4/02/2018","Withdrawal Arcadia Power","Withdrawal ARCADIA POWER, I IWithdrawal ARCADIA POWER, I Id: 5330903620  Co: Arcadia Power, I","254.85","debit","Utilities","Classic Checking","",""
"4/02/2018","ATM Fee","NON-CHASE ATM WITHDRAW086627  04/018313 Beve","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"4/02/2018","ATM Withdrawal","NON-CHASE ATM WITHDRAW086627  04/018313 Beve","40.00","debit","Cash & ATM","CHASE COLLEGE","",""
"4/02/2018","Venmo","VENMO 855-812-4430 NY04/01","20.00","debit","Transfer","CHASE COLLEGE","",""
"4/02/2018","Amazon Video","Amazon Video On Dema AMZN.COM/bill WA        04/01","3.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"4/02/2018","La City Parking","LA CITY PARKING METER LOS ANGELES CA         04/01","0.25","debit","Parking","CHASE COLLEGE","",""
"4/02/2018","Boba Time","BOBA TIME - HIGHLAND LOS ANGELESCA          03/31","8.70","debit","Coffee Shops","CHASE COLLEGE","",""
"4/02/2018","Venmo","VENMO 855-812-4430 NY03/30","7.85","debit","Transfer","CHASE COLLEGE","",""
"4/02/2018","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"4/02/2018","Venmo","VENMO 855-812-4430 NY03/30","6.00","debit","Transfer","CHASE COLLEGE","",""
"4/02/2018","United Oil Los","UNITED OIL 48 LOS ANGELES CA04/01","9.16","debit","Gas & Fuel","CHASE COLLEGE","",""
"4/02/2018","Umami","UMAMI BURGER - LOS FLOS ANGELES85189938092 USFC90027 320180920763803903","81.08","debit","Restaurants","Blue Cash Preferred","",""
"4/02/2018","Toast Bakery Cafe Inc","Toast Bakery Cafe Los Angeles CA85133318092 323-655-5018 320180920775473507","24.87","debit","Fast Food","Blue Cash Preferred","",""
"4/01/2018","Advance Fly Miles","Advance Fly Miles Fee","35.00","debit","Fees & Charges","Visa Platinum","",""
"4/01/2018","C O D","C O D 65000000875276LOS ANGELES10156320180 3236589188 320180910750216363","155.59","debit","Restaurants","Blue Cash Preferred","",""
"4/01/2018","Union 76","UNION 76 09436973 MURRIETA CA5963906023 UNION 76 320180910760240369","30.29","debit","Gas & Fuel","Blue Cash Preferred","",""
"4/01/2018","CVS","CVS PHARMACY LOS ANGELES CA10183455 8007467287 320180910756482710","13.12","debit","Pharmacy","Blue Cash Preferred","",""
"4/01/2018","Union 76","UNION 76 09436973 MURRIETA CA5963906018 UNION 76 320180910760903105","9.01","debit","Gas & Fuel","Blue Cash Preferred","",""
"3/31/2018","Deposit Apy Earned","Deposit 0.030% %% Apy EarnedDeposit 0.030% %% Apy Earned  0.03% 03/01/18 To 03/31/18 %% Apye Avg Daily Bal           16,551.04","0.42","credit","Income","Classic Checking","",""
"3/31/2018","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;J Channel Desk Cable Organizer&lt;br/&gt;Natrol Biotin Maximum Strength&lt;br/&gt;21st Century Gelatin 600mg, 10&lt;br/&gt;SHIPPING AND TAX","35.55","debit","Shopping","XXXXXXXXXX5219","",""
"3/31/2018","Amazon","AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;Humco Sulfur sublimed Powder u","10.50","debit","Shopping","XXXXXXXXXX5219","",""
"3/31/2018","iTunes","WWW.ITUNES.COM/BILL CUPERTINO CAMQY419Z546A DIRECT MKTG INTERNET 320180900738102105","4.99","debit","Music","Blue Cash Preferred","",""
"3/30/2018","Usa Teso","USA 63097 TESO630970SAN DIEGO CA501001124 0000000000 320180890721906214","8.50","debit","Gas & Fuel","Blue Cash Preferred","",""
"3/30/2018","Vons","VONS Store 2116SAN DIEGO CAGROCERY STORE 320180890723306459","51.19","debit","Groceries","Blue Cash Preferred","",""
"3/30/2018","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0023977 626-599-3700 320180890724983455","45.78","debit","Groceries","Blue Cash Preferred","",""
"3/30/2018","CVS","CVS/PHARM 09503--8490 LOS ANGELES CA         03/30","7.11","debit","Pharmacy","CHASE COLLEGE","",""
"3/30/2018","ACE Parking","ACE PARKING 2228 LOS ANGELS CA03/28","12.00","debit","Parking","CHASE COLLEGE","",""
"3/30/2018","United Oil Los","76 - UNITED OIL 48 LOS ANGELES CA            03/29","17.31","debit","Gas & Fuel","CHASE COLLEGE","",""
"3/30/2018","Trader Joe's","TRADER JOE'S #240 QPS LOS ANGELES CA 488843  03/30","10.07","debit","Groceries","CHASE COLLEGE","",""
"3/29/2018","IKEA","IKEA SAN DIEGO 0753 SAN DIEGO CA0000000096 MISC HOME FURNISHINGS 320180880712623951","6.45","debit","Furnishings","Blue Cash Preferred","",""
"3/29/2018","Time Warner","TIME WARNER CABLE 888-TWCABLE CA84484103607 CABLE SVCS 320180880706613133","64.99","debit","Television","Blue Cash Preferred","",""
"3/29/2018","Motorino Pizza House","MOTORINO PIZZA HOUSESAN DIEGO CA68820129 619-710-5515 320180880708730301","19.86","debit","Restaurants","Blue Cash Preferred","",""
"3/29/2018","IKEA","IKEA SAN DIEGO 166 SAN DIEGO CA81142519 MISC HOME FURNISHINGS 320180880714031171","26.38","debit","Furnishings","Blue Cash Preferred","",""
"3/29/2018","Amazon","Withdrawal AMZ_STORECRD_PMT IWithdrawal AMZ_STORECRD_PMT Id: 9069872000  Co: Amz_Storecrd_Pmt","390.55","debit","Shopping","Classic Checking","",""
"3/28/2018","Dish Network","AUTOPAY/DISH NTWK 00ENGLEWOOD CO90952535755 800-333-3474 320180870697037415","99.18","debit","Television","Blue Cash Preferred","",""
"3/28/2018","USPS","USPS PO 0567370109 0SAN DIEGO CA08611100437 8002758777 320180870691443352","7.25","debit","Shipping","Blue Cash Preferred","",""
"3/28/2018","7-Eleven","7-ELEVEN 37954 00073SAN DIEGO CA150110328 7 858-270-1250 320180870686960784","5.92","debit","Fast Food","Blue Cash Preferred","",""
"3/28/2018","Automatic Thank You","AUTOMATIC PAYMENT - THANK YOU","390.55","credit","Credit Card Payment","XXXXXXXXXX5219","",""
"3/28/2018","Venmo","VENMO 855-812-4430 NY03/27","14.69","debit","Transfer","CHASE COLLEGE","",""
"3/28/2018","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","22.00","credit","Income","CHASE COLLEGE","",""
"3/28/2018","Shell","SHELL Service Station LOS ANGELES CA 950394  03/28","9.77","debit","Public Transportation","CHASE COLLEGE","",""
"3/28/2018","Farmers Market","SPROUTS FARMERS MARKET LOS ANGELES CA789712  03/28","16.98","debit","Groceries","CHASE COLLEGE","",""
"3/28/2018","Venmo Cashout Ppd","VENMO            CASHOUTPPD ID: 5264681992","44.00","credit","Income","CHASE COLLEGE","",""
"3/27/2018","Transfer from Classic Checking","Payment From Share 90 PrincipPayment From Share 90 Principal $332.74","332.74","credit","Credit Card Payment","Visa Platinum","",""
"3/27/2018","Usa Date","Usa 63097 San Diego Ca Date 0Usa 63097 San Diego Ca Date 03/25/18 1      8084796181     2 5541","8.50","debit","Gas & Fuel","Visa Platinum","",""
"3/27/2018","Transfer to Visa Platinum","Withdrawal To Loan 72","332.74","debit","Credit Card Payment","Classic Checking","",""
"3/27/2018","Staples","STAPLES INC. 00692 ONTARIO CA6923058273-692305827301 92109 320180860673143446","10.76","debit","Office Supplies","Blue Cash Preferred","",""
"3/27/2018","Wal-Mart","WALMART.COM 800-966-6546 ARW5NZ3GMK30U RETAIL 320180860670462025","11.91","debit","Shopping","Blue Cash Preferred","",""
"3/27/2018","Cost Plus World Market","COST PLUS WLD #44 60LA JOLLA CA00064598 858-455-8210 320180860672591314","16.29","debit","Furnishings","Blue Cash Preferred","",""
"3/27/2018","Nespresso La Jolla","NESPRESSO LA JOLLA SAN DIEGO CA46420952 CATALOG MERCHANDISE 320180860673799066","66.00","debit","Groceries","Blue Cash Preferred","",""
"3/27/2018","Vons","VONS Store 2116SAN DIEGO CAGROCERY STORE 320180860674147958","4.99","debit","Groceries","Blue Cash Preferred","",""
"3/27/2018","Trader Joe's","TRADER JOE'S #021 QSAN DIEGO CA0045940 626-599-3700 320180860674929921","39.98","debit","Groceries","Blue Cash Preferred","",""
